,context,question,A,B,C,D,E,answer
0,"


El tango
Ya sea como danza, música, poesía o cabal expresión de una filosofía de vida, el tango posee una larga y valiosa trayectoria, jalonada de encuentros y desencuentros, amores y odios, nacida desde lo más hondo de la historia argentina.
El nuevo ambiente es el cabaret, su nuevo cultor la clase media porteña, que ameniza sus momentos de diversión con nuevas composiciones, sustituyendo el carácter malevo del tango primitivo por una nueva poesía más acorde con las concepciones estéticas provenientes de Londres y París.
Ya en la década del ‘20 el tango se anima incluso a traspasar las fronteras del país, recalando en lujosos salones parisinos donde es aclamado por públicos selectos que adhieren entusiastas a la sensualidad del nuevo baile. Ya no es privativo de los bajos fondos porteños; ahora se escucha y se baila en salones elegantes, clubs y casas particulares.
El tango revive con juveniles fuerzas en ajironadas versiones de grupos rockeros, presentaciones en elegantes reductos de San Telmo, Barracas y La Boca y películas foráneas que lo divulgan por el mundo entero.

Disponivel em: http://vww.elpdwrin.over-blog.es. Acesso em: 22 jun. 2011 (adaptado).



","

Sabendo-se que a produção cultural de um país pode influenciar, retratar ou, inclusive, ser reflexo de acontecimentos de sua história, o tango, dentro do contexto histórico argentino, é reconhecido por


",manter-se inalterado ao longo de sua história no país.,"influenciar os subúrbios, sem chegar a outras regiões.","sobreviver e se difundir, ultrapassando as fronteiras do país.",manifestar seu valor primitivo nas diferentes camadas sociais.,"ignorar a influência de países europeus, como Inglaterra e França.",C
1,"


Es posible reducir la basura
En México se producen más de 10 millones de m3 de basura mensualmente, depositados en más de 50 mil tiraderos de basura legales y clandestinos, que afectan de manera directa nuestra calidad de vida, pues nuestros recursos naturales son utilizados desproporcionalmente, como materias primas que luego desechamos y tiramos convirtiéndolos en materiales inútiles y focos de infección.
Todo aquello que compramos y consumimos tiene una relación directa con lo que tiramos. Consumiendo racionalmente, evitando el derroche y usando sólo lo indispensable, directamente colaboramos con el cuidado del ambiente.
Si la basura se compone de varios desperdicios y si como desperdicios no fueron basura, si los separamos adecuadamente, podremos controlarlos y evitar posteriores problemas. Reciclar se traduce en importantes ahorros de energía, ahorro de agua potable, ahorro de materias primas, menor impacto en los ecosistemas y sus recursos naturales y ahorro de tiempo, dinero y esfuerzo.
Es necesario saber para empezar a actuar…

Disponível em: http://www.tododecarton.com. Acesso em: 27 abr. 2010 (adaptado).



","

A partir do que se afirma no último parágrafo: “Es necesario saber para empezar a actuar…”, pode-se constatar que o texto foi escrito com a intenção de


",informar o leitor a respeito da importância da reciclagem para a conservação do meio ambiente.,indicar os cuidados que se deve ter para não consumir alimentos que podem ser focos de infecção.,"denunciar o quanto o consumismo é nocivo, pois é o gerador dos dejetos produzidos no México.","ensinar como economizar tempo, dinheiro e esforço a partir dos 50 mil depósitos de lixo legalizados.",alertar a população mexicana para os perigos causados pelos consumidores de matéria-prima reciclável.,A
2,"


TEXTO I
Onde está a honestidade?
Você tem palacete reluzente
Tem joias e criados à vontade
Sem ter nenhuma herança ou parente
Só anda de automóvel na cidade…
E o povo pergunta com maldade:
Onde está a honestidade?
Onde está a honestidade?
O seu dinheiro nasce de repente
E embora não se saiba se é verdade
Você acha nas ruas diariamente
Anéis, dinheiro e felicidade…
Vassoura dos salões da sociedade
Que varre o que encontrar em sua frente
Promove festivais de caridade
Em nome de qualquer defunto ausente…

ROSA, N. Disponível em: http://www.mpbnet.com.br. Acesso em: abr. 2010.





TEXTO II
Um vulto da história da música popular brasileira, reconhecido nacionalmente, é Noel Rosa. Ele nasceu em 1910, no Rio de Janeiro; portanto, se estivesse vivo, estaria completando 100 anos. Mas faleceu aos 26 anos de idade, vítima de tuberculose, deixando um acervo de grande valor para o patrimônio cultural brasileiro. Muitas de suas letras representam a sociedade contemporânea, como se tivessem sido escritas no século XXI.

Disponível em: http://www.mpbnet.com.br. Acesso em: abr. 2010.



","

Um texto pertencente ao patrimônio literário-cultural brasileiro é atualizável, na medida em que ele se refere a valores e situações de um povo. A atualidade da canção Onde está a honestidade?, de Noel Rosa, evidencia-se por meio


","da ironia, ao se referir ao enriquecimento de origem duvidosa de alguns.","da crítica aos ricos que possuem joias, mas não têm herança.",da maldade do povo a perguntar sobre a honestidade.,do privilégio de alguns em clamar pela honestidade.,da insistência em promover eventos beneficentes.,A
3,"


Los fallos de software en aparatos médicos, como marcapasos, van a ser una creciente amenaza para la salud pública, según el informe de Software Freedom Law Center (SFLC) que ha sido presentado hoy en Portland (EEUU), en la Open Source Convention (OSCON).
La ponencia “Muerto por el código: transparencia de software en los dispositivos médicos implantables” aborda el riesgo potencialmente mortal de los defectos informáticos en los aparatos médicos implantados en las personas.
Según SFLC, millones de personas con condiciones crónicas del corazón, epilepsia, diabetes, obesidad e, incluso, la depresión dependen de implantes, pero el software permanece oculto a los pacientesy sus médicos.
La SFLC recuerda graves fallos informáticos ocurridos en otros campos, como en elecciones, en la fabricación de coches, en las líneas aéreas comerciales o en los mercados financieros.

Disponível em: http://www.elpais.com. Acesso em: 24 jul. 2010 (adaptado).



","

O título da palestra, citado no texto, antecipa o tema que será tratado e mostra que o autor tem a intenção de


",relatar novas experiências em tratamento de saúde.,alertar sobre os riscos mortais de determinados softwares de uso médico para o ser humano.,denunciar falhas médicas na implantação de softwares em seres humanos.,divulgar novos softwares presentes em aparelhos médicos lançados no mercado.,apresentar os defeitos mais comuns de softwares em aparelhos médicos.,B
4,"


Bienvenido a Brasília
El Gobierno de Brasil, por medio del Ministerio de la Cultura y del Instituto del Patrimonio Histórico y Artístico Nacional (IPHAN), da la bienvenida a los participantes de la 34a Sesión del Comité del Patrimonio Mundial, encuentro realizado poria Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).
Respaldado por la Convención del Patrimonio Mundial, de 1972, el Comité reúne en su 34a sesión más de 180 delegaciones nacionales para deliberar sobre las nuevas candidaturas y el estado de conservación y de riesgo de los bienes ya declarados Patrimonio Mundial, con base en los análisis del Consejo Internacional de Monumentos y Sitios (Icomos), del Centro Internacional para el Estudio de la Preservación y la Restauración del Patrimonio Cultural (ICCROM) y de la Union Internacional para la Conservación de la Naturaleza (IUCN).

Disponivel em: http://www.34whc.brasilia2010.oig.br. Acesso em: 28 jul. 2010.



","

O Comitê do Patrimônio Mundial reúne-se regularmente para deliberar sobre ações que visem à conservação e à preservação do patrimônio mundial. Entre as tarefas atribuídas às delegações nacionais que participaram da 34a Sessão do Comitê do Patrimônio Mundial, destaca-se a


",participação em reuniões do Conselho Internacional de Monumentos e Sítios.,realização da cerimônia de recepção da Convenção do Patrimônio Mundial.,organização das análises feitas pelo Ministério da Cultura brasileiro.,discussão sobre o estado de conservação dos bens já declarados patrimônios mundiais.,estruturação da próxima reunião do Comitê do Patrimônio Mundial.,D
5,"


War
Until the philosophy which holds one race superior
And another inferior
Is finally and permanently discredited and abandoned,
Everywhere is war — Me say war.
That until there is no longer
First class and second class citizens of any nation,
Until the color of a man’s skin
Is of no more significance than the color of his eyes —
Me say war.
[…]
And until the ignoble and unhappy regimes
that hold our brothers in Angola, in Mozambique,
South Africa, sub-human bondage have been toppled,
Utterly destroyed —
Well, everywhere is war — Me say war.
War in the east, war in the west,
War up north, war down south —
War — war — Rumors of war.
And until that day, the African continent will not know peace.
We, Africans, will fight — we find it necessary —
And we know we shall win
As we are confident in the victory.
[…]

MARLEY, B. Disponível em: http://www.sing365.com. Acesso em: 30 jun. 2011 (fragmento).



","

Bob Marley foi um artista popular e atraiu muitos fãs com suas canções. Ciente de sua influência social, na música War, o cantor se utiliza de sua arte para alertar sobre


",a inércia do continente africano diante das injustiças sociais.,a persistência da guerra enquanto houver diferenças raciais e sociais.,as acentuadas diferenças culturais entre os países africanos.,as discrepâncias sociais entre moçambicanos e angolanos como causa de conflitos.,a fragilidade das diferenças raciais e sociais como justificativas para o início de uma guerra.,B
6,"


Na modernidade, o corpo foi descoberto, despido e modelado pelos exercícios físicos da moda. Novos espaços e práticas esportivas e de ginástica passaram a convocar as pessoas a modelarem seus corpos. Multiplicaram-se as academias de ginástica, as salas de musculação e o número de pessoas correndo pelas ruas.

SECRETARIA DA EDUCAÇÃO. Caderno do professor: educação física. São Paulo, 2008.



","

Diante do exposto, é possível perceber que houve um aumento da procura por


","exercícios físicos aquáticos (natação/hidroginástica), que são exercícios de baixo impacto, evitando o atrito (não prejudicando as articulações), e que previnem o envelhecimento precoce e melhoram a qualidade de vida.","mecanismos que permitem combinar alimentação e exercício físico, que permitem a aquisição e manutenção de níveis adequados de saúde, sem a preocupação com padrões de beleza instituídos socialmente.","programas saudáveis de emagrecimento, que evitam os prejuízos causados na regulação metabólica, função imunológica, integridade óssea e manutenção da capacidade funcional ao longo do envelhecimento.","exercícios de relaxamento, reeducação postural e alongamentos, que permitem um melhor funcionamento do organismo como um todo, bem como uma dieta alimentar e hábitos saudáveis com base em produtos naturais.","dietas que preconizam a ingestão excessiva ou restrita de um ou mais macronutrientes (carboidratos, gorduras ou proteínas), bem como exercícios que permitem um aumento de massa muscular e/ou modelar o corpo.",E
7,"


A discussão sobre “o fim do livro de papel” com a chegada da mídia eletrônica me lembra a discussão idêntica sobre a obsolescência do folheto de cordel. Os folhetos talvez não existam mais daqui a 100 ou 200 anos, mas, mesmo que isso aconteça, os poemas de Leandro Gomes de Barros ou Manuel Camilo dos Santos continuarão sendo publicados e lidos — em CD-ROM, em livro eletrônico, em “chips quânticos”, sei lá o quê. O texto é uma espécie de alma imortal, capaz de reencarnar em corpos variados: página impressa, livro em Braille, folheto, “coffee-table book”, cópia manuscrita, arquivo PDF… Qualquer texto pode se reencarnar nesses (e em outros) formatos, não importa se é Moby Dick ou Viagem a São Saruê, se é Macbeth ou O livro de piadas de Casseta & Planeta.

TAVARES, B. Disponível em: http://jornaldaparaiba.globo.com.



","

Ao refletir sobre a possível extinção do livro impresso e o surgimento de outros suportes em via eletrônica, o cronista manifesta seu ponto de vista, defendendo que


","o cordel é um dos gêneros textuais, por exemplo, que será extinto com o avanço da tecnologia.",o livro impresso permanecerá como objeto cultural veiculador de impressões e de valores culturais.,o surgimento da mídia eletrônica decretou o fim do prazer de se ler textos em livros e suportes impressos.,"os textos continuarão vivos e passíveis de reprodução em novas tecnologias, mesmo que os livros desapareçam.","os livros impressos desaparecerão e, com eles, a possibilidade de se ler obras literárias dos mais diversos gêneros.",D
8,"


Quem é pobre, pouco se apega, é um giro-o-giro no vago dos gerais, que nem os pássaros de rios e lagoas. O senhor vê: o Zé-Zim, o melhor meeiro meu aqui, risonho e habilidoso. Pergunto: — Zé-Zim, por que é que você não cria galinhas-d’angola, como todo o mundo faz? — Quero criar nada não… — me deu resposta: — Eu gosto muito de mudar… […] Belo um dia, ele tora. Ninguém discrepa. Eu, tantas, mesmo digo. Eu dou proteção. […] Essa não faltou também à minha mãe, quando eu era menino, no sertãozinho de minha terra. […] Gente melhor do lugar eram todos dessa família Guedes, Jidião Guedes; quando saíram de lá, nos trouxeram junto, minha mãe e eu. Ficamos existindo em território baixio da Sirga, da outra banda, ali onde o de-Janeiro vai no São Francisco, o senhor sabe.

ROSA, J. G. Grande Sertão: Veredas. Rio de Janeiro: José Olympio (fragmento).



","

Na passagem citada, Riobaldo expõe uma situação decorrente de uma desigualdade social típica das áreas rurais brasileiras marcadas pela concentração de terras e pela relação de dependência entre agregados e fazendeiros. No texto, destaca-se essa relação porque o personagem-narrador


","relata a seu interlocutor a história de Zé-Zim, demonstrando sua pouca disposição em ajudar seus agregados, uma vez que superou essa condição graças à sua força de trabalho.",descreve o processo de transformação de um meeiro — espécie de agregado — em proprietário de terra.,"denuncia a falta de compromisso e a desocupação dos moradores, que pouco se envolvem no trabalho da terra.","mostra como a condição material da vida do sertanejo é dificultada pela sua dupla condição de homem livre e, ao mesmo tempo, dependente.","mantém o distanciamento narrativo condizente com sua posição social, de proprietário de terras.",D
9,"


TEXTO I
O meu nome é Severino,
não tenho outro de pia.
Como há muitos Severinos,
que é santo de romaria,
deram então de me chamar
Severino de Maria;
como há muitos Severinos
com mães chamadas Maria,
fiquei sendo o da Maria
do finado Zacarias,
mas isso ainda diz pouco:
há muitos na freguesia,
por causa de um coronel
que se chamou Zacarias
e que foi o mais antigo
senhor desta sesmaria.
Como então dizer quem fala
ora a Vossas Senhorias?

MELO NETO, J. C. Obra completa. Rio de Janeiro: Aguilar, 1994 (fragmento).





TEXTO II
João Cabral, que já emprestara sua voz ao rio, transfere-a, aqui, ao retirante Severino, que, como o Capibaribe, também segue no caminho do Recife. A autoapresentação do personagem, na fala inicial do texto, nos mostra um Severino que, quanto mais se define, menos se individualiza, pois seus traços biográficos são sempre partilhados por outros homens.

SECCHIN, A. C. João Cabral: a poesia do menos. Rio de Janeiro: Topbooks, 1999 (fragmento).



","

Com base no trecho de Morte e Vida Severina (Texto I) e na análise crítica (Texto II), observa-se que a relação entre o texto poético e o contexto social a que ele faz referência aponta para um problema social expresso literariamente pela pergunta “Como então dizer quem fala / ora a Vossas Senhorias?”. A resposta à pergunta expressa no poema é dada por meio da


",descrição minuciosa dos traços biográficos do personagem-narrador.,construção da figura do retirante nordestino como um homem resignado com a sua situação.,"representação, na figura do personagem-narrador, de outros Severinos que compartilham sua condição.","apresentação do personagem-narrador como uma projeção do próprio poeta, em sua crise existencial.","descrição de Severino, que, apesar de humilde, orgulha-se de ser descendente do coronel Zacarias.",C
