,context,question,A,B,C,D,E,answer
0,"


A bomba
reduz neutros e neutrinos, e abana-se com o leque da
reação em cadeia

ANDRADE, C. D. Poesia completa e prosa. Rio de Janeiro: Aguilar, 1973 (fragmento)



","

Nesse fragmento de poema, o autor refere-se à bomba atômica de urânio. Essa reação é dita “em cadeia” porque na


","fissão do 235U ocorre liberação de grande quantidade de calor, que dá continuidade à reação.","fissão do 235U ocorre liberação de energia, que vai desintegrando o isótopo 238U, enriquecendo-o em mais 235U.","fissão do 235U ocorre uma liberação de nêutrons, que bombardearão outros núcleos.","fusão do 235U com 238U ocorre formação de neutrino, que bombardeará outros núcleos radioativos.","fusão do 235U com 238U ocorre formação de outros elementos radioativos mais pesados, que desencadeiam novos processos de fusão.",C
1,"

Uma pessoa abre sua geladeira, verifica o que há dentro e depois fecha a porta dessa geladeira. Em seguida, ela tenta abrir a geladeira novamente, mas só consegue fazer isso depois de exercer uma força mais intensa do que a habitual.


","

A dificuldade extra para reabrir a geladeira ocorre porque o(a)


",volume de ar dentro da geladeira diminuiu.,motor da geladeira está funcionando com potência máxima.,força exercida pelo imã fixado na porta da geladeira aumenta.,pressão no interior da geladeira está abaixo da pressão externa.,temperatura no interior da geladeira é inferior ao valor existente antes de ela ser aberta.,D
2,"

Um garoto foi à loja comprar um estilingue e encontrou dois modelos: um com borracha mais “dura” e outro com borracha mais “mole”. O garoto concluiu que o mais adequado seria o que proporcionasse maior alcance horizontal, D, para as mesmas condições de arremesso, quando submetidos à mesma força aplicada. Sabe-se que a constante elástica kd (do estilingue mais “duro”) é o dobro da constante elástica Km (do estilingue mais “mole”).


","

A razão entre os alcances Dd  / Dm, referentes aos estilingues com borrachas “dura” e “mole”, respectivamente, é igual a


",1 / 4.,1 / 2.,1.,2.,4.,B
3,"

Considere as massas molares: ZnS (97 g/mol); O2 (32 g/mol); ZnO (81 g/mol); SO2 (64 g/mol); CO (28 g/mol); CO2 (44 g/mol); e Zn (65 g/mol).


","

Que valor mais próximo de massa de zinco metálico, em quilogramas, será produzido a partir de 100 kg de esfalerita?


",25,33,40,50,54,C
4,"


Em um experimento, colocou-se água até a metade da capacidade de um frasco de vidro e, em seguida, adicionaram-se três gotas de solução alcoólica de fenolftaleína. Adicionou-se bicarbonato de sódio comercial, em pequenas quantidades, até que a solução se tornasse rosa. Dentro do frasco, acendeu-se um palito de fósforo, o qual foi apagado assim que a cabeça terminou de queimar. Imediatamente, o frasco foi tampado. Em seguida, agitou-se o frasco tampado e observou-se o desaparecimento da cor rosa.

MATEUS, A. L. Química na cabeça. Belo Horizonte: UFMG, 2001 (adaptado).



","

A explicação para o desaparecimento da cor rosa é que, com a combustão do palito de fósforo, ocorreu o(a)


",formação de óxidos de caráter ácido.,evaporação do indicador fenolftaleína.,vaporização de parte da água do frasco.,vaporização dos gases de caráter alcalino.,aumento do pH da solução no interior do frasco.,A
5,"


Um importante princípio da biologia, relacionado à transmissão de caracteres e à embriogênese humana, foi quebrado com a descoberta do microquimerismo fetal. Microquimerismo é o nome dado ao fenômeno biológico referente a uma pequena população de células ou DNA presente em um indivíduo, mas derivada de um organismo geneticamente distinto. Investigando-se a presença do cromossomo Y, foi revelado que diversos tecidos de mulheres continham células masculinas. A análise do histórico médico revelou uma correlação extremamente curiosa: apenas as mulheres que antes tiveram filhos homens apresentaram microquimerismo masculino. Essa correlação levou à interpretação de que existe uma troca natural entre células do feto e maternas durante a gravidez.

MUOTRI, A. Você não é só você: carregamos células maternas na maioria de nossos órgãos. Disponível em: http://g1.globo.com. Acesso em: 4 dez. 2012 (adaptado).



","

O princípio contestado com essa descoberta, relacionado ao desenvolvimento do corpo humano, é o de que


",o fenótipo das nossas células pode mudar por influência do meio ambiente.,a dominância genética determina a expressão de alguns genes.,as mutações genéticas introduzem variabilidade no genoma.,as mitocôndrias e o seu DNA provêm do gameta materno.,as nossas células corporais provêm de um único zigoto.,E
6,"


A palavra “biotecnologia” surgiu no século XX, quando o cientista Herbert Boyer introduziu a informação responsável pela fabricação da insulina humana em uma bactéria, para que ela passasse a produzir a substância.

Disponível em: www.brasil.gov.br. Acesso em: 28 jul. 2012 (adaptado).



","

As bactérias modificadas por Herbert Boyer passaram a produzir insulina humana porque receberam


",a sequência de DNA codificante de insulina humana.,a proteína sintetizada por células humanas.,um RNA recombinante de insulina humana.,o RNA mensageiro de insulina humana.,um cromossomo da espécie humana.,A
7,"


Uma análise criteriosa do desempenho de Usain Bolt na quebra do recorde mundial dos 100 metros rasos mostrou que, apesar de ser o último dos corredores a reagir ao tiro e iniciar a corrida, seus primeiros 30 metros foram os mais velozes já feitos em um recorde mundial, cruzando essa marca em 3,78 segundos. Até se colocar com o corpo reto, foram 13 passadas, mostrando sua potência durante a aceleração, o momento mais importante da corrida. Ao final desse percurso, Bolt havia atingido a velocidade máxima de 12 m/s.

Disponível em: http://esporte.uol.com.br. Acesso em: 5 ago. 2012 (adaptado)



","

Supondo que a massa desse corredor seja igual a 90 kg, o trabalho total realizado nas 13 primeiras passadas é mais próximo de:


","5,4 x 10² J.","6,5 x 10³ J.","8,6 x 10³ J.","1,3 x 104 J.","3,2 x 104 J.",B
8,"


Tanto a febre amarela quanto a dengue são doenças causadas por vírus do grupo dos arbovírus, pertencentes ao gênero Flavivirus, existindo quatro sorotipos para o vírus causador da dengue. A transmissão de ambas acontece por meio da picada de mosquitos, como o Aedes aegypti. Entretanto, embora compartilhem essas características, hoje somente existe vacina, no Brasil, para a febre amarela e nenhuma vacina efetiva para a dengue.

MINISTÉRIO DA SAÚDE. Fundação Nacional de Saúde. Dengue: Instruções para pessoal de combate ao vetor. Manual de Normas Técnicas. Disponível em: http://portal.saude.gov.br. Acesso em: 7 ago. 2012 (adaptado).



","

Esse fato pode ser atribuído à


",maior taxa de mutação do vírus da febre amarela do que do vírus da dengue.,alta variabilidade antigênica do vírus da dengue em relação ao vírus da febre amarela.,menor adaptação do vírus da dengue à população humana do que do vírus da febre amarela.,presença de dois tipos de ácidos nucleicos no vírus da dengue e somente um tipo no vírus da febre amarela.,baixa capacidade de indução da resposta imunológica pelo vírus da dengue em relação ao da febre amarela.,B
9,"


Será que uma miragem ajudou a afundar o Titanic? O fenômeno ótico conhecido como Fata Morgana pode fazer com que uma falsa parede de água apareça sobre o horizonte molhado. Quando as condições são favoráveis, a luz refletida pela água fria pode ser desviada por uma camada incomum de ar quente acima, chegando até o observador, vinda de muitos ângulos diferentes. De acordo com estudos de pesquisadores da Universidade de San Diego, uma Fata Morgana pode ter obscurecido os icebergs da visão da tripulação que estava a bordo do Titanic. Dessa forma, a certa distancia, o horizonte verdadeiro fica encoberto por uma névoa escurecida, que se parece muito com águas calmas no escuro.

Disponível em: http://apod.nasa.gov. Acesso em: 6 set. 2012 (adaptado).



","

O fenômeno ótico que, segundo os pesquisadores, provoca a Fata Morgana é a


",ressonância.,refração.,difração.,reflexão.,difusão.,B
